papeleta,modo,votos,precinto,unidad,colegio
ESTATAL,PAPELETAS POR CANDIDATURA,7,25,74,1
LEGISLATIVA,EN BLANCO,0,25,74,1
LEGISLATIVA,NULAS,0,25,74,1
LEGISLATIVA,PAPELETAS POR CANDIDATURA,12,25,74,1
MUNICIPAL,EN BLANCO,1,25,74,1
MUNICIPAL,NULAS,0,25,74,1
MUNICIPAL,PAPELETAS POR CANDIDATURA,6,25,74,1
PLEBISCITO,EN BLANCO,0,25,74,1
PLEBISCITO,NULAS,0,25,74,1
ESTATAL,EN BLANCO,0,25,74,2
ESTATAL,NULAS,0,25,74,2
ESTATAL,PAPELETAS POR CANDIDATURA,14,25,74,2
LEGISLATIVA,EN BLANCO,0,25,74,2
LEGISLATIVA,NULAS,0,25,74,2
LEGISLATIVA,PAPELETAS POR CANDIDATURA,10,25,74,2
MUNICIPAL,EN BLANCO,0,25,74,2
MUNICIPAL,NULAS,0,25,74,2
MUNICIPAL,PAPELETAS POR CANDIDATURA,14,25,74,2
PLEBISCITO,EN BLANCO,3,25,74,2
PLEBISCITO,NULAS,0,25,74,2
ESTATAL,EN BLANCO,3,25,74,3
ESTATAL,NULAS,0,25,74,3
ESTATAL,PAPELETAS POR CANDIDATURA,16,25,74,3
LEGISLATIVA,EN BLANCO,4,25,74,3
LEGISLATIVA,NULAS,0,25,74,3
LEGISLATIVA,PAPELETAS POR CANDIDATURA,14,25,74,3
MUNICIPAL,EN BLANCO,1,25,74,3
MUNICIPAL,NULAS,0,25,74,3
MUNICIPAL,PAPELETAS POR CANDIDATURA,21,25,74,3
PLEBISCITO,EN BLANCO,4,25,74,3
PLEBISCITO,NULAS,0,25,74,3
ESTATAL,EN BLANCO,0,25,74,4
ESTATAL,NULAS,0,25,74,4
ESTATAL,PAPELETAS POR CANDIDATURA,12,25,74,4
LEGISLATIVA,EN BLANCO,0,25,74,4
LEGISLATIVA,NULAS,0,25,74,4
LEGISLATIVA,PAPELETAS POR CANDIDATURA,10,25,74,4
MUNICIPAL,EN BLANCO,0,25,74,4
MUNICIPAL,NULAS,0,25,74,4
MUNICIPAL,PAPELETAS POR CANDIDATURA,21,25,74,4
PLEBISCITO,EN BLANCO,5,25,74,4
PLEBISCITO,NULAS,0,25,74,4
ESTATAL,EN BLANCO,0,25,74,5
ESTATAL,NULAS,0,25,74,5
ESTATAL,PAPELETAS POR CANDIDATURA,23,25,74,5
LEGISLATIVA,EN BLANCO,3,25,74,5
LEGISLATIVA,NULAS,0,25,74,5
LEGISLATIVA,PAPELETAS POR CANDIDATURA,19,25,74,5
MUNICIPAL,EN BLANCO,0,25,74,5
MUNICIPAL,NULAS,0,25,74,5
MUNICIPAL,PAPELETAS POR CANDIDATURA,21,25,74,5
PLEBISCITO,EN BLANCO,3,25,74,5
PLEBISCITO,NULAS,0,25,74,5
ESTATAL,EN BLANCO,0,25,74,6
ESTATAL,NULAS,0,25,74,6
ESTATAL,PAPELETAS POR CANDIDATURA,17,25,74,6
LEGISLATIVA,EN BLANCO,1,25,74,6
LEGISLATIVA,NULAS,0,25,74,6
LEGISLATIVA,PAPELETAS POR CANDIDATURA,12,25,74,6
MUNICIPAL,EN BLANCO,0,25,74,6
MUNICIPAL,NULAS,0,25,74,6
MUNICIPAL,PAPELETAS POR CANDIDATURA,22,25,74,6
PLEBISCITO,EN BLANCO,7,25,74,6
PLEBISCITO,NULAS,0,25,74,6
ESTATAL,EN BLANCO,1,25,74,7
ESTATAL,NULAS,0,25,74,7
ESTATAL,PAPELETAS POR CANDIDATURA,17,25,74,7
LEGISLATIVA,EN BLANCO,1,25,74,7
LEGISLATIVA,NULAS,0,25,74,7
LEGISLATIVA,PAPELETAS POR CANDIDATURA,14,25,74,7
MUNICIPAL,EN BLANCO,0,25,74,7
MUNICIPAL,NULAS,0,25,74,7
MUNICIPAL,PAPELETAS POR CANDIDATURA,18,25,74,7
PLEBISCITO,EN BLANCO,7,25,74,7
PLEBISCITO,NULAS,0,25,74,7
ESTATAL,EN BLANCO,0,25,74,8
ESTATAL,NULAS,0,25,74,8
ESTATAL,PAPELETAS POR CANDIDATURA,18,25,74,8
LEGISLATIVA,EN BLANCO,0,25,74,8
LEGISLATIVA,NULAS,0,25,74,8
LEGISLATIVA,PAPELETAS POR CANDIDATURA,11,25,74,8
MUNICIPAL,EN BLANCO,0,25,74,8
MUNICIPAL,NULAS,0,25,74,8
MUNICIPAL,PAPELETAS POR CANDIDATURA,13,25,74,8
PLEBISCITO,EN BLANCO,8,25,74,8
PLEBISCITO,NULAS,0,25,74,8
ESTATAL,EN BLANCO,0,25,74,9
ESTATAL,NULAS,0,25,74,9
ESTATAL,PAPELETAS POR CANDIDATURA,17,25,74,9
LEGISLATIVA,EN BLANCO,3,25,74,9
LEGISLATIVA,NULAS,0,25,74,9
LEGISLATIVA,PAPELETAS POR CANDIDATURA,8,25,74,9
MUNICIPAL,EN BLANCO,1,25,74,9
MUNICIPAL,NULAS,0,25,74,9
MUNICIPAL,PAPELETAS POR CANDIDATURA,20,25,74,9
PLEBISCITO,EN BLANCO,2,25,74,9
PLEBISCITO,NULAS,0,25,74,9
ESTATAL,EN BLANCO,0,25,74,10
ESTATAL,NULAS,0,25,74,10
ESTATAL,PAPELETAS POR CANDIDATURA,17,25,74,10
LEGISLATIVA,EN BLANCO,1,25,74,10
LEGISLATIVA,NULAS,0,25,74,10
LEGISLATIVA,PAPELETAS POR CANDIDATURA,16,25,74,10
MUNICIPAL,EN BLANCO,0,25,74,10
MUNICIPAL,NULAS,0,25,74,10
MUNICIPAL,PAPELETAS POR CANDIDATURA,20,25,74,10
PLEBISCITO,EN BLANCO,10,25,74,10
PLEBISCITO,NULAS,0,25,74,10
ESTATAL,EN BLANCO,0,25,74,11
ESTATAL,NULAS,0,25,74,11
ESTATAL,PAPELETAS POR CANDIDATURA,16,25,74,11
LEGISLATIVA,EN BLANCO,3,25,74,11
LEGISLATIVA,NULAS,0,25,74,11
LEGISLATIVA,PAPELETAS POR CANDIDATURA,8,25,74,11
MUNICIPAL,EN BLANCO,1,25,74,11
MUNICIPAL,NULAS,0,25,74,11
MUNICIPAL,PAPELETAS POR CANDIDATURA,10,25,74,11
PLEBISCITO,EN BLANCO,1,25,74,11
PLEBISCITO,NULAS,0,25,74,11
ESTATAL,EN BLANCO,0,25,75,1
ESTATAL,NULAS,0,25,75,1
ESTATAL,PAPELETAS POR CANDIDATURA,1,25,75,1
LEGISLATIVA,EN BLANCO,0,25,75,1
LEGISLATIVA,NULAS,0,25,75,1
LEGISLATIVA,PAPELETAS POR CANDIDATURA,9,25,75,1
MUNICIPAL,EN BLANCO,1,25,75,1
MUNICIPAL,NULAS,0,25,75,1
MUNICIPAL,PAPELETAS POR CANDIDATURA,6,25,75,1
PLEBISCITO,EN BLANCO,0,25,75,1
PLEBISCITO,NULAS,0,25,75,1
ESTATAL,EN BLANCO,0,25,75,2
ESTATAL,NULAS,0,25,75,2
ESTATAL,PAPELETAS POR CANDIDATURA,0,25,75,2
LEGISLATIVA,EN BLANCO,0,25,75,2
LEGISLATIVA,NULAS,0,25,75,2
LEGISLATIVA,PAPELETAS POR CANDIDATURA,2,25,75,2
MUNICIPAL,EN BLANCO,0,25,75,2
MUNICIPAL,NULAS,0,25,75,2
MUNICIPAL,PAPELETAS POR CANDIDATURA,0,25,75,2
PLEBISCITO,EN BLANCO,0,25,75,2
PLEBISCITO,NULAS,0,25,75,2
ESTATAL,EN BLANCO,0,25,75,3
ESTATAL,NULAS,0,25,75,3
ESTATAL,PAPELETAS POR CANDIDATURA,0,25,75,3
LEGISLATIVA,EN BLANCO,0,25,75,3
LEGISLATIVA,NULAS,0,25,75,3
LEGISLATIVA,PAPELETAS POR CANDIDATURA,1,25,75,3
MUNICIPAL,EN BLANCO,0,25,75,3
MUNICIPAL,NULAS,0,25,75,3
MUNICIPAL,PAPELETAS POR CANDIDATURA,0,25,75,3
PLEBISCITO,EN BLANCO,0,25,75,3
PLEBISCITO,NULAS,0,25,75,3
ESTATAL,EN BLANCO,0,25,75,4
ESTATAL,NULAS,0,25,75,4
ESTATAL,PAPELETAS POR CANDIDATURA,0,25,75,4
LEGISLATIVA,EN BLANCO,0,25,75,4
LEGISLATIVA,NULAS,0,25,75,4
LEGISLATIVA,PAPELETAS POR CANDIDATURA,0,25,75,4
MUNICIPAL,EN BLANCO,0,25,75,4
MUNICIPAL,NULAS,0,25,75,4
MUNICIPAL,PAPELETAS POR CANDIDATURA,0,25,75,4
PLEBISCITO,EN BLANCO,0,25,75,4
PLEBISCITO,NULAS,0,25,75,4
ESTATAL,EN BLANCO,0,25,75,5
ESTATAL,NULAS,0,25,75,5
ESTATAL,PAPELETAS POR CANDIDATURA,1,25,75,5
LEGISLATIVA,EN BLANCO,0,25,75,5
LEGISLATIVA,NULAS,0,25,75,5
LEGISLATIVA,PAPELETAS POR CANDIDATURA,0,25,75,5
MUNICIPAL,EN BLANCO,0,25,75,5
MUNICIPAL,NULAS,0,25,75,5
MUNICIPAL,PAPELETAS POR CANDIDATURA,0,25,75,5
PLEBISCITO,EN BLANCO,0,25,75,5
PLEBISCITO,NULAS,0,25,75,5
ESTATAL,EN BLANCO,0,25,75,6
ESTATAL,NULAS,0,25,75,6
ESTATAL,PAPELETAS POR CANDIDATURA,2,25,75,6
LEGISLATIVA,EN BLANCO,0,25,75,6
LEGISLATIVA,NULAS,0,25,75,6
LEGISLATIVA,PAPELETAS POR CANDIDATURA,2,25,75,6
MUNICIPAL,EN BLANCO,0,25,75,6
MUNICIPAL,NULAS,0,25,75,6
MUNICIPAL,PAPELETAS POR CANDIDATURA,1,25,75,6
PLEBISCITO,EN BLANCO,0,25,75,6
PLEBISCITO,NULAS,0,25,75,6
ESTATAL,EN BLANCO,0,25,75,7
ESTATAL,NULAS,0,25,75,7
ESTATAL,PAPELETAS POR CANDIDATURA,0,25,75,7
LEGISLATIVA,EN BLANCO,0,25,75,7
LEGISLATIVA,NULAS,0,25,75,7
LEGISLATIVA,PAPELETAS POR CANDIDATURA,0,25,75,7
MUNICIPAL,EN BLANCO,0,25,75,7
MUNICIPAL,NULAS,0,25,75,7
MUNICIPAL,PAPELETAS POR CANDIDATURA,0,25,75,7
PLEBISCITO,EN BLANCO,0,25,75,7
PLEBISCITO,NULAS,0,25,75,7
ESTATAL,EN BLANCO,0,25,77,1
ESTATAL,NULAS,0,25,77,1
ESTATAL,PAPELETAS POR CANDIDATURA,65,25,77,1
LEGISLATIVA,EN BLANCO,42,25,77,1
LEGISLATIVA,NULAS,0,25,77,1
LEGISLATIVA,PAPELETAS POR CANDIDATURA,154,25,77,1
MUNICIPAL,EN BLANCO,0,25,77,1
MUNICIPAL,NULAS,0,25,77,1
MUNICIPAL,PAPELETAS POR CANDIDATURA,14,25,77,1
PLEBISCITO,EN BLANCO,1,25,77,1
PLEBISCITO,NULAS,0,25,77,1
ESTATAL,EN BLANCO,0,25,77,2
ESTATAL,NULAS,0,25,77,2
ESTATAL,PAPELETAS POR CANDIDATURA,39,25,77,2
LEGISLATIVA,EN BLANCO,0,25,77,2
LEGISLATIVA,NULAS,0,25,77,2
LEGISLATIVA,PAPELETAS POR CANDIDATURA,0,25,77,2
MUNICIPAL,EN BLANCO,0,25,77,2
MUNICIPAL,NULAS,0,25,77,2
MUNICIPAL,PAPELETAS POR CANDIDATURA,4,25,77,2
PLEBISCITO,EN BLANCO,0,25,77,2
PLEBISCITO,NULAS,0,25,77,2
ESTATAL,EN BLANCO,13,25,77,3
ESTATAL,NULAS,2,25,77,3
ESTATAL,PAPELETAS POR CANDIDATURA,77,25,77,3
LEGISLATIVA,EN BLANCO,1,25,77,3
LEGISLATIVA,NULAS,0,25,77,3
LEGISLATIVA,PAPELETAS POR CANDIDATURA,56,25,77,3
MUNICIPAL,EN BLANCO,13,25,77,3
MUNICIPAL,NULAS,3,25,77,3
MUNICIPAL,PAPELETAS POR CANDIDATURA,357,25,77,3
PLEBISCITO,EN BLANCO,3,25,77,3
PLEBISCITO,NULAS,0,25,77,3
FEDERAL,EN BLANCO,0,25,77,4
FEDERAL,NULAS,0,25,77,4
FEDERAL,PAPELETAS POR CANDIDATURA,0,25,77,4
ESTATAL,EN BLANCO,0,25,77,5
ESTATAL,NULAS,0,25,77,5
ESTATAL,PAPELETAS POR CANDIDATURA,0,25,77,5
LEGISLATIVA,EN BLANCO,0,25,77,5
LEGISLATIVA,NULAS,0,25,77,5
LEGISLATIVA,PAPELETAS POR CANDIDATURA,0,25,77,5
MUNICIPAL,EN BLANCO,0,25,77,5
MUNICIPAL,NULAS,0,25,77,5
MUNICIPAL,PAPELETAS POR CANDIDATURA,0,25,77,5
PLEBISCITO,EN BLANCO,0,25,77,5
PLEBISCITO,NULAS,0,25,77,5
ESTATAL,EN BLANCO,0,25,78,1
ESTATAL,NULAS,0,25,78,1
ESTATAL,PAPELETAS POR CANDIDATURA,0,25,78,1
LEGISLATIVA,EN BLANCO,0,25,78,1
LEGISLATIVA,NULAS,0,25,78,1
LEGISLATIVA,PAPELETAS POR CANDIDATURA,0,25,78,1
MUNICIPAL,EN BLANCO,0,25,78,1
MUNICIPAL,NULAS,0,25,78,1
MUNICIPAL,PAPELETAS POR CANDIDATURA,0,25,78,1
PLEBISCITO,EN BLANCO,0,25,78,1
PLEBISCITO,NULAS,0,25,78,1
ESTATAL,EN BLANCO,0,25,78,2
ESTATAL,NULAS,0,25,78,2
ESTATAL,PAPELETAS POR CANDIDATURA,0,25,78,2
LEGISLATIVA,EN BLANCO,0,25,78,2
LEGISLATIVA,NULAS,0,25,78,2
LEGISLATIVA,PAPELETAS POR CANDIDATURA,0,25,78,2
MUNICIPAL,EN BLANCO,0,25,78,2
MUNICIPAL,NULAS,0,25,78,2
MUNICIPAL,PAPELETAS POR CANDIDATURA,0,25,78,2
PLEBISCITO,EN BLANCO,0,25,78,2
PLEBISCITO,NULAS,0,25,78,2
ESTATAL,EN BLANCO,2,25,78,3
ESTATAL,NULAS,0,25,78,3
ESTATAL,PAPELETAS POR CANDIDATURA,25,25,78,3
LEGISLATIVA,EN BLANCO,0,25,78,3
LEGISLATIVA,NULAS,1,25,78,3
LEGISLATIVA,PAPELETAS POR CANDIDATURA,8,25,78,3
MUNICIPAL,EN BLANCO,1,25,78,3
MUNICIPAL,NULAS,0,25,78,3
MUNICIPAL,PAPELETAS POR CANDIDATURA,14,25,78,3
PLEBISCITO,EN BLANCO,3,25,78,3
PLEBISCITO,NULAS,1,25,78,3
ESTATAL,EN BLANCO,1,26,1,1
ESTATAL,NULAS,0,26,1,1
ESTATAL,PAPELETAS POR CANDIDATURA,58,26,1,1
LEGISLATIVA,EN BLANCO,3,26,1,1
LEGISLATIVA,NULAS,0,26,1,1
LEGISLATIVA,PAPELETAS POR CANDIDATURA,54,26,1,1
MUNICIPAL,EN BLANCO,1,26,1,1
MUNICIPAL,NULAS,0,26,1,1
MUNICIPAL,PAPELETAS POR CANDIDATURA,44,26,1,1
PLEBISCITO,EN BLANCO,8,26,1,1
PLEBISCITO,NULAS,0,26,1,1
ESTATAL,EN BLANCO,3,26,1,2
ESTATAL,NULAS,1,26,1,2
ESTATAL,PAPELETAS POR CANDIDATURA,68,26,1,2
LEGISLATIVA,EN BLANCO,2,26,1,2
LEGISLATIVA,NULAS,0,26,1,2
LEGISLATIVA,PAPELETAS POR CANDIDATURA,70,26,1,2
MUNICIPAL,EN BLANCO,4,26,1,2
MUNICIPAL,NULAS,0,26,1,2
MUNICIPAL,PAPELETAS POR CANDIDATURA,86,26,1,2
PLEBISCITO,EN BLANCO,13,26,1,2
PLEBISCITO,NULAS,0,26,1,2
ESTATAL,EN BLANCO,0,26,1,3
ESTATAL,NULAS,0,26,1,3
ESTATAL,PAPELETAS POR CANDIDATURA,63,26,1,3
LEGISLATIVA,EN BLANCO,2,26,1,3
LEGISLATIVA,NULAS,0,26,1,3
LEGISLATIVA,PAPELETAS POR CANDIDATURA,60,26,1,3
MUNICIPAL,EN BLANCO,4,26,1,3
MUNICIPAL,NULAS,0,26,1,3
MUNICIPAL,PAPELETAS POR CANDIDATURA,62,26,1,3
PLEBISCITO,EN BLANCO,9,26,1,3
PLEBISCITO,NULAS,0,26,1,3
ESTATAL,EN BLANCO,0,26,1,4
ESTATAL,NULAS,0,26,1,4
ESTATAL,PAPELETAS POR CANDIDATURA,40,26,1,4
LEGISLATIVA,EN BLANCO,2,26,1,4
LEGISLATIVA,NULAS,0,26,1,4
LEGISLATIVA,PAPELETAS POR CANDIDATURA,47,26,1,4
MUNICIPAL,EN BLANCO,5,26,1,4
MUNICIPAL,NULAS,0,26,1,4
MUNICIPAL,PAPELETAS POR CANDIDATURA,43,26,1,4
PLEBISCITO,EN BLANCO,5,26,1,4
PLEBISCITO,NULAS,0,26,1,4
ESTATAL,EN BLANCO,1,26,2,1
ESTATAL,NULAS,0,26,2,1
ESTATAL,PAPELETAS POR CANDIDATURA,38,26,2,1
LEGISLATIVA,EN BLANCO,4,26,2,1
LEGISLATIVA,NULAS,0,26,2,1
LEGISLATIVA,PAPELETAS POR CANDIDATURA,41,26,2,1
MUNICIPAL,EN BLANCO,1,26,2,1
MUNICIPAL,NULAS,0,26,2,1
MUNICIPAL,PAPELETAS POR CANDIDATURA,39,26,2,1
PLEBISCITO,EN BLANCO,2,26,2,1
PLEBISCITO,NULAS,0,26,2,1
ESTATAL,EN BLANCO,0,26,3,1
ESTATAL,NULAS,0,26,3,1
ESTATAL,PAPELETAS POR CANDIDATURA,68,26,3,1
LEGISLATIVA,EN BLANCO,3,26,3,1
LEGISLATIVA,NULAS,0,26,3,1
LEGISLATIVA,PAPELETAS POR CANDIDATURA,81,26,3,1
MUNICIPAL,EN BLANCO,5,26,3,1
MUNICIPAL,NULAS,0,26,3,1
MUNICIPAL,PAPELETAS POR CANDIDATURA,76,26,3,1
PLEBISCITO,EN BLANCO,6,26,3,1
PLEBISCITO,NULAS,0,26,3,1
ESTATAL,EN BLANCO,0,26,3,2
ESTATAL,NULAS,0,26,3,2
ESTATAL,PAPELETAS POR CANDIDATURA,62,26,3,2
LEGISLATIVA,EN BLANCO,1,26,3,2
LEGISLATIVA,NULAS,0,26,3,2
LEGISLATIVA,PAPELETAS POR CANDIDATURA,68,26,3,2
MUNICIPAL,EN BLANCO,2,26,3,2
MUNICIPAL,NULAS,1,26,3,2
MUNICIPAL,PAPELETAS POR CANDIDATURA,70,26,3,2
PLEBISCITO,EN BLANCO,6,26,3,2
PLEBISCITO,NULAS,0,26,3,2
ESTATAL,EN BLANCO,1,26,3,3
ESTATAL,NULAS,0,26,3,3
ESTATAL,PAPELETAS POR CANDIDATURA,74,26,3,3
LEGISLATIVA,EN BLANCO,2,26,3,3
LEGISLATIVA,NULAS,0,26,3,3
LEGISLATIVA,PAPELETAS POR CANDIDATURA,84,26,3,3
MUNICIPAL,EN BLANCO,4,26,3,3
MUNICIPAL,NULAS,0,26,3,3
MUNICIPAL,PAPELETAS POR CANDIDATURA,79,26,3,3
PLEBISCITO,EN BLANCO,6,26,3,3
PLEBISCITO,NULAS,0,26,3,3
ESTATAL,EN BLANCO,2,26,3,4
ESTATAL,NULAS,0,26,3,4
ESTATAL,PAPELETAS POR CANDIDATURA,55,26,3,4
LEGISLATIVA,EN BLANCO,3,26,3,4
LEGISLATIVA,NULAS,0,26,3,4
LEGISLATIVA,PAPELETAS POR CANDIDATURA,58,26,3,4
MUNICIPAL,EN BLANCO,1,26,3,4
MUNICIPAL,NULAS,0,26,3,4
MUNICIPAL,PAPELETAS POR CANDIDATURA,56,26,3,4
PLEBISCITO,EN BLANCO,8,26,3,4
PLEBISCITO,NULAS,0,26,3,4
ESTATAL,EN BLANCO,0,26,3,5
ESTATAL,NULAS,0,26,3,5
ESTATAL,PAPELETAS POR CANDIDATURA,66,26,3,5
LEGISLATIVA,EN BLANCO,4,26,3,5
LEGISLATIVA,NULAS,0,26,3,5
LEGISLATIVA,PAPELETAS POR CANDIDATURA,69,26,3,5
MUNICIPAL,EN BLANCO,1,26,3,5
MUNICIPAL,NULAS,1,26,3,5
MUNICIPAL,PAPELETAS POR CANDIDATURA,73,26,3,5
PLEBISCITO,EN BLANCO,7,26,3,5
PLEBISCITO,NULAS,0,26,3,5
ESTATAL,EN BLANCO,0,26,3,6
ESTATAL,NULAS,0,26,3,6
ESTATAL,PAPELETAS POR CANDIDATURA,58,26,3,6
LEGISLATIVA,EN BLANCO,0,26,3,6
LEGISLATIVA,NULAS,0,26,3,6
LEGISLATIVA,PAPELETAS POR CANDIDATURA,57,26,3,6
MUNICIPAL,EN BLANCO,2,26,3,6
MUNICIPAL,NULAS,1,26,3,6
MUNICIPAL,PAPELETAS POR CANDIDATURA,70,26,3,6
PLEBISCITO,EN BLANCO,9,26,3,6
PLEBISCITO,NULAS,0,26,3,6
ESTATAL,EN BLANCO,0,26,3,7
ESTATAL,NULAS,0,26,3,7
ESTATAL,PAPELETAS POR CANDIDATURA,61,26,3,7
LEGISLATIVA,EN BLANCO,2,26,3,7
LEGISLATIVA,NULAS,0,26,3,7
LEGISLATIVA,PAPELETAS POR CANDIDATURA,56,26,3,7
MUNICIPAL,EN BLANCO,3,26,3,7
MUNICIPAL,NULAS,0,26,3,7
MUNICIPAL,PAPELETAS POR CANDIDATURA,73,26,3,7
PLEBISCITO,EN BLANCO,4,26,3,7
PLEBISCITO,NULAS,0,26,3,7
ESTATAL,EN BLANCO,1,26,4,1
ESTATAL,NULAS,0,26,4,1
ESTATAL,PAPELETAS POR CANDIDATURA,54,26,4,1
LEGISLATIVA,EN BLANCO,2,26,4,1
LEGISLATIVA,NULAS,0,26,4,1
LEGISLATIVA,PAPELETAS POR CANDIDATURA,66,26,4,1
MUNICIPAL,EN BLANCO,3,26,4,1
MUNICIPAL,NULAS,0,26,4,1
MUNICIPAL,PAPELETAS POR CANDIDATURA,57,26,4,1
PLEBISCITO,EN BLANCO,2,26,4,1
PLEBISCITO,NULAS,0,26,4,1
ESTATAL,EN BLANCO,0,26,4,2
ESTATAL,NULAS,0,26,4,2
ESTATAL,PAPELETAS POR CANDIDATURA,63,26,4,2
LEGISLATIVA,EN BLANCO,0,26,4,2
LEGISLATIVA,NULAS,0,26,4,2
LEGISLATIVA,PAPELETAS POR CANDIDATURA,69,26,4,2
MUNICIPAL,EN BLANCO,3,26,4,2
MUNICIPAL,NULAS,0,26,4,2
MUNICIPAL,PAPELETAS POR CANDIDATURA,53,26,4,2
PLEBISCITO,EN BLANCO,10,26,4,2
PLEBISCITO,NULAS,0,26,4,2
ESTATAL,EN BLANCO,1,26,4,3
ESTATAL,NULAS,0,26,4,3
ESTATAL,PAPELETAS POR CANDIDATURA,49,26,4,3
LEGISLATIVA,EN BLANCO,4,26,4,3
LEGISLATIVA,NULAS,0,26,4,3
LEGISLATIVA,PAPELETAS POR CANDIDATURA,42,26,4,3
MUNICIPAL,EN BLANCO,0,26,4,3
MUNICIPAL,NULAS,0,26,4,3
MUNICIPAL,PAPELETAS POR CANDIDATURA,60,26,4,3
PLEBISCITO,EN BLANCO,8,26,4,3
PLEBISCITO,NULAS,0,26,4,3
ESTATAL,EN BLANCO,0,26,4,4
ESTATAL,NULAS,0,26,4,4
ESTATAL,PAPELETAS POR CANDIDATURA,66,26,4,4
LEGISLATIVA,EN BLANCO,3,26,4,4
LEGISLATIVA,NULAS,0,26,4,4
LEGISLATIVA,PAPELETAS POR CANDIDATURA,52,26,4,4
MUNICIPAL,EN BLANCO,5,26,4,4
MUNICIPAL,NULAS,0,26,4,4
MUNICIPAL,PAPELETAS POR CANDIDATURA,52,26,4,4
PLEBISCITO,EN BLANCO,8,26,4,4
PLEBISCITO,NULAS,0,26,4,4
ESTATAL,EN BLANCO,3,26,5,1
ESTATAL,NULAS,0,26,5,1
ESTATAL,PAPELETAS POR CANDIDATURA,70,26,5,1
LEGISLATIVA,EN BLANCO,5,26,5,1
LEGISLATIVA,NULAS,0,26,5,1
LEGISLATIVA,PAPELETAS POR CANDIDATURA,52,26,5,1
MUNICIPAL,EN BLANCO,5,26,5,1
MUNICIPAL,NULAS,0,26,5,1
MUNICIPAL,PAPELETAS POR CANDIDATURA,77,26,5,1
PLEBISCITO,EN BLANCO,4,26,5,1
PLEBISCITO,NULAS,0,26,5,1
ESTATAL,EN BLANCO,0,26,74,1
ESTATAL,NULAS,0,26,74,1
ESTATAL,PAPELETAS POR CANDIDATURA,5,26,74,1
LEGISLATIVA,EN BLANCO,0,26,74,1
LEGISLATIVA,NULAS,0,26,74,1
LEGISLATIVA,PAPELETAS POR CANDIDATURA,5,26,74,1
MUNICIPAL,EN BLANCO,0,26,74,1
MUNICIPAL,NULAS,0,26,74,1
MUNICIPAL,PAPELETAS POR CANDIDATURA,2,26,74,1
PLEBISCITO,EN BLANCO,0,26,74,1
PLEBISCITO,NULAS,0,26,74,1
ESTATAL,EN BLANCO,1,26,74,2
ESTATAL,NULAS,0,26,74,2
ESTATAL,PAPELETAS POR CANDIDATURA,8,26,74,2
LEGISLATIVA,EN BLANCO,0,26,74,2
LEGISLATIVA,NULAS,0,26,74,2
LEGISLATIVA,PAPELETAS POR CANDIDATURA,8,26,74,2
MUNICIPAL,EN BLANCO,1,26,74,2
MUNICIPAL,NULAS,0,26,74,2
MUNICIPAL,PAPELETAS POR CANDIDATURA,8,26,74,2
PLEBISCITO,EN BLANCO,5,26,74,2
PLEBISCITO,NULAS,0,26,74,2
ESTATAL,EN BLANCO,0,26,75,1
ESTATAL,NULAS,0,26,75,1
ESTATAL,PAPELETAS POR CANDIDATURA,0,26,75,1
LEGISLATIVA,EN BLANCO,0,26,75,1
LEGISLATIVA,NULAS,0,26,75,1
LEGISLATIVA,PAPELETAS POR CANDIDATURA,0,26,75,1
MUNICIPAL,EN BLANCO,0,26,75,1
MUNICIPAL,NULAS,0,26,75,1
MUNICIPAL,PAPELETAS POR CANDIDATURA,0,26,75,1
PLEBISCITO,EN BLANCO,0,26,75,1
PLEBISCITO,NULAS,0,26,75,1
ESTATAL,EN BLANCO,0,26,75,2
ESTATAL,NULAS,0,26,75,2
ESTATAL,PAPELETAS POR CANDIDATURA,23,26,75,2
LEGISLATIVA,EN BLANCO,0,26,75,2
LEGISLATIVA,NULAS,1,26,75,2
LEGISLATIVA,PAPELETAS POR CANDIDATURA,37,26,75,2
MUNICIPAL,EN BLANCO,2,26,75,2
MUNICIPAL,NULAS,4,26,75,2
MUNICIPAL,PAPELETAS POR CANDIDATURA,49,26,75,2
PLEBISCITO,EN BLANCO,1,26,75,2
PLEBISCITO,NULAS,2,26,75,2
ESTATAL,EN BLANCO,0,26,75,3
ESTATAL,NULAS,0,26,75,3
ESTATAL,PAPELETAS POR CANDIDATURA,1,26,75,3
LEGISLATIVA,EN BLANCO,0,26,75,3
LEGISLATIVA,NULAS,0,26,75,3
LEGISLATIVA,PAPELETAS POR CANDIDATURA,0,26,75,3
MUNICIPAL,EN BLANCO,0,26,75,3
MUNICIPAL,NULAS,0,26,75,3
MUNICIPAL,PAPELETAS POR CANDIDATURA,0,26,75,3
PLEBISCITO,EN BLANCO,0,26,75,3
PLEBISCITO,NULAS,0,26,75,3
ESTATAL,EN BLANCO,1,26,77,1
ESTATAL,NULAS,0,26,77,1
ESTATAL,PAPELETAS POR CANDIDATURA,38,26,77,1
LEGISLATIVA,EN BLANCO,3,26,77,1
LEGISLATIVA,NULAS,0,26,77,1
LEGISLATIVA,PAPELETAS POR CANDIDATURA,46,26,77,1
MUNICIPAL,EN BLANCO,6,26,77,1
MUNICIPAL,NULAS,0,26,77,1
MUNICIPAL,PAPELETAS POR CANDIDATURA,30,26,77,1
PLEBISCITO,EN BLANCO,2,26,77,1
PLEBISCITO,NULAS,0,26,77,1
ESTATAL,EN BLANCO,0,26,77,2
